phrase, category
I need to cancel my case, terminate
I’m trying to get there, office locations
Status, case status
What number do I call to check on the status of my case, contact human
I did not receive any payments after DIGITS, not received payment
Case number, case number
How does paying rearrange works, arrears
HAVE NOT RECEIVED MY CHILD SUPPORT PAYMENT FOR JUNE YET, not received payment
when was the last deposit posted to my account, account information
Who is over the child support enforcement?, enforcement
I'm looking into a case I havent heard back from in 9 months, case status
Bye, undefined
When will i receive my back child support from my ex husband income tax, payment timelines
Haven’t received a card, card
Results of court case, legal
I have not received payment for this week, not received payment
forgot log in ingormation, login
Driver license clearance form, documentation
If one guy is on child support for a child and you get legal documentation that another guy is the father. will the first guy be taking off child support, paternity
Paternity, paternity
where can i go to talk in person, office locations
I have not been receiving my child support payments as i am supposed to. They are coming straight out of the other parents checks and he is still getting them so there should be no reason I'm b not getting mine, not received payment
Why is child support being held out if my check I send a bank check by mail every month, not received payment
my child is 18 years old, emancipation
Arrears, arrears
How do I get my childrens father to verify income, verification
Can I upload documents, online action
Updating work information, change employment information
I’m not sure can you explain all three, insufficient response
I've already paid the $25 fee for full service. Case is under review since April 8 DIGITS, fee
why have i not received my payment, not received payment
I'm try to set up my email for snap, snap
I have a question. Can a person be taken off child support or is it permanent?, undefined
Visitation, visitation
I am just trying to see why I cannot log into my account to pay child support, login
Something else, insufficient response
On behalf of my case. I was trying to see wat i have to do bout the absence parent have start receiving Ssi this month., open case
How do I stop my daughter's father from receiving her child support if I have her, terminate
Trying to get a month to month print out of owed child support, documentation
I AM TRYING TO LOCATE CASE WORKER. I AM A NON-CUSTODIAL PARENT, contact human
Customer service number, contact human
get a statement of account, documentation
Can I get money back if I have an order from the court to stop taking money the you still did for over a year, refund
I want to know why I haven’t received a payment in over a year, greater_than 1 month
The father is self employed. How would you determine his income?, undefined
I need a copy of the court documents concerning my case, documentation
I requested the non custodial parent be in contempt but once 3 payments were made it was dismissed and he stop making payments. What can I do to enforce my case, enforcement
i got to go up there but I went last week and they told me system was shut down for me to find out if it’s uo and running so I can go up there..., undefined
I am trying to find out how can I access proof of child support payment received, verification
If I have two children of two different fathers do I get 14% of each fathers income or 19% of their combined income?, undefined
None of those., insufficient response
Hours of operation, office locations
I want to no why my card haven't came in the mail yet it's been three weeks now, card
What happened if you are 3 months behind on child support, undefined
how to apply, open case
I already have a active case. I just need some type of documentation that states how much I receive and how often., documentation
how do i set up visitations, visitation
What is the cut off age in Mississippi, emancipation
Can I talk to someone they been cutting the absent parent check and I need to find out about how to receive them payments, contact human
I would like to find out more about 2 cases open with the same child on the case, undefined
Is there not a site i can access child support info, account information
Change address, change of information
Yes. How do I go by getting an increase, payment modification
i need to fix my emal, change of information
I neeed a copy of the most reason, documentation
i need to make changes on my child care certificate, undefined
How am I 368 dollars behind, undefined
Is there a way I can see some that states what I recieve for child support, verification
Neither, undefined
I'm looking for the visitation  to file with the the court, visitation
how do I acquire information via online concerning my case?, online action
Sorry I hit the wrong thing...I will be making a payment, make payment
Need to know the date I will receive payments, payment timelines
Then I want to set up a monthly withdrawal of $250.00., make payment
why would dhs put my child on er father's health insurance when I do not recieve child support, undefined
what is the status of my case, case status
visition, visitation
I was wanting to know if I had to appear with my kids father to court, undefined
How is net invome, undefined
My ex wife says she hasn't got her child support, not received payment
I think I need you to e-mail me an application for opening a child support case.  I was divorced in Florida, but now live in MS and my ex-husband lives in South PERSON_NAME.  He has been paying child support to the Florida Disbursement Unit but quit., undefined
Hi I need a fax number for child support services in PERSON_NAME mississippi, undefined
I got 70 dollar from child support, undefined
I need a job, cant make payments
What day of month is support due, payment timelines
need to speak to representative, contact human
Hey I’m makayla PERSON_NAME and I lost my child support card and I want to know how can I get another, card
Check balance online, account balance
I haven’t been getting the full amount like I should, not received payment
My daughter is 14 can I still get support for her, emancipation
I need to change the custodal parent, change of information
Check the status of my case, case status
I have two children what would I have to pay in child support in the state of MS, undefined
How can MDHS collect on a withholding order and from my bankruptcy?, undefined
Is there an online filing option, undefined
child susport statements, verification
I need to get a copy of what I received for child support in the past 6 months., payment history
i need to schedule an appointment, appointments
My son is PERSON_NAME ho he has gone to court sign all papers and child support got him in debit for DIGITS dollars what can I do, undefined
Haven’t gotten any child support since January, greater_than 1 month
My child support got raised on court last month an child’s father job sent y’all one the payments an I haven’t got it, not received payment
What ages does child support stop, emancipation
medicaid, undefined
In my system they have the same custodial parent but different case numbers Please advise, support inquiries
is there a place to see back child support owed, arrears
Online site to login, login
Do y’all do free DNA test, paternity
how do you find names of people that owe child support?, arrears
Website is not working to process bank withdrawal information, online action
I was looking for a direct line to the Pascagoula office located on STREET_ADDRESS, contact human
Will my baby automatically be placed on Medicaid? She’s 2 months old now, undefined
I lost my child support card, card
Where can I mail my child support payment, make payment
May I have the customer service number, contact human
Can I make child support payments for someone who is in Desoto county ms jail for failure to pay child supports may I send in payments, undefined
My children dad is in jail, incarceration
thank you, gratitude
you are no help!!!, complaints
i can't login to the site, login
Checking the site to see if I can get proof of child support, verification
Ok I do have a question, undefined
A parent who wishes to put my self on child support, open case
The message I just wrote up top, insufficient response
whats the the law for the emancipation, emancipation
Need to change address, change of information
Checking my balance, account balance
How do I determine how much money is in my account?, account balance
It would be nice if any of them would answer the phone!!!!!!, callcenter not answering
Lol ok thanks, gratitude
You where not helpful, complaints
PHONE_NUMBER, contact human
He's past due $2000.00, enforcement
attorney, legal
I want to know if I was approved for food stamps, snap
How Do I Find Out How Much Money Is Available, account balance
i get i ton the eppi card, card
Custodial parent, undefined
can i fax the apllication in, undefined
How do I find out how much I owe in child support, arrears
The lady in the office here in Hernando ms laughed at me after I had been there two times prior n still no results I didn’t get to speak to anyone n the info that I did have she gave it back, complaints
I am wanting to know if y'all send out checks from child support taken from taxes?, taxes
Shhd, undefined
I was served papers for child support yesterday do I have to go to court or can they start taking the money out of my check, legal
Can I see my funds?, account balance
Child support card replacement, card
Hi gen what do I have to do to get my child support raised, payment modification
Do you have an automated phone payment line, contact human
Why I’m not receiving my child support, not received payment
how do you get invoices for remittance?, documentation
I have a case, case status
Tanf benfits, tanf
He isn't fired he just didn't work, undefined
Customer service number for ms, contact human
Custodial parent is not respecting visitation agreement, visitation
I'm paying child support but have no idea where my child is, undefined
i just want the withholding form for employees, documentation
I need to get a new card mine is expiring, card
Getting sole custody, legal
I have the eppicard but haven’t received my payment, not received payment
lost a job, change employment information
court order required?, legal
390, undefined
I recently started a claim for back court order child support. And was wondering how to check the status of it, undefined
Trying see why I haven’t receive my child support, not received payment
What is the wed site to put on yur phone, contact human
How to get off childsupport, terminate
calculator did not work, estimate payments
See how much I have paid in for the year, payment history
How do I get a PIN number?, card
My child is 19 years old can I His mother pursue child support for him, emancipation
what if my license gets suspended, license suspension
How do I close my case, terminate
Getting help with childcare, child care
Looking for the form I need to fill out to open a case., open case
I need a phone number for child support in ms, contact human
How can get new information to my case worker on the absent father, info about parent
Hey are you still there, undefined
can i have the link to do it online, undefined
My child father wants to get a DNA test after 2 years of my son being born! He is already on child support. How much will he have to pay? And who do we need to contact?, paternity
how to request an increase in child support, payment modification
Initial interview process what's that going to be base on?, undefined
Trying to update my case worker with the non-custodial parents new employment., info about parent
need to check on my child support payment, account balance
I need to email something to the child support department. No one specific. What is the email address. I have EMAIL_ADDRESS but it rejects., email
i wanna make an appointment, appointments
mailling address, office locations
Why am I not receiving child support payments? My child’s non custodial parent is currently on Workman’s Compensation., not received payment
Cashier check made out to whom, make payment
I need talk to someone bout my daughter father got out of prison, incarceration
I can’t log into my account. There is a charge in my card that takes place every month that I don’t know anything about., login
I have a question about my case but don't know how to directly get in contact with my case worker, account information
who is my caseworker, account information
I’ve already paid my $25 fee, fee
How do I get I touch with dhs, contact human
How do I stop child support on children who live with me now, terminate
Kiss my ass, complaints
I was wondering how can I find out where my card has all been swiped at?, card
None, insufficient response
Is there a faster way to report employee terminations such as email, etc?, undefined
How to get my child mom to pay, enforcement
How can I get a copyappointment to review amount of payment, payment modification
I've never heard of paying money to start a case, fee
WHERE CAN I GET MY COURT ORDER FROM CHILD SUPPORT FROM DIGITS, documentation
I have an order already  but he has neglected to  pay in 3 months  and the months he did pay it was not what my order say, enforcement
I want to stop getting child support from an absent parent, terminate
Is there a form the employee signs to authorize deduction from check?, documentation
Ask a question, undefined
How do I set this up? I have a divorce decree that states he has to pay me on the first but did not say he had to go through MDHS, open case
notices, documentation
No, I'm just looking for any amendments to the RFP. Would that be in this page subpages?, insufficient response
Stop, terminate
How do I get a blood test, paternity
What is their number, contact human
How can i sighn up to recieve a card to recieve payment, card
How long does it take to receive the child support after it is being paid?, payment timelines
The father is working but getting paid under the table.  What should  be done?, undefined
add arrears, arrears
Need help with modification forms, payment modification
so even if he is in college i quit at 21, emancipation
child support modification for non custodial parent, payment modification
what are the guidelines, undefined
Coahoma county child support number from online sources is not correct, complaints
How are you?, undefined
looking for the court order, documentation
If the employer is taking withholding wages from the noncustodial parent check but not sending the child support payments in to the state what action can the legal guardian take against the employer, undefined
Thanks., gratitude
Yes I have a question if a CHILDSUPPORT case is sent to legal department what does that mean? I filled a enforcement on the non constitutional parent, undefined
My husband started a new job and I need to know where to tell his employer to mail the child support payments that he deducts from his payroll check, info about parent
No.  I need an account statement mailed to me., support inquiries
I forgot my mdhs login information, login
He, undefined
He says that he still owes because he was charged interest, undefined
What can be done about a non custodial parent working and not paying, enforcement
I have a question, undefined
modification, payment modification
no more questions, undefined
Will we receive our deposit on holidays like today, undefined
Report change of employment, change employment information
I was awarded child support over a month ago and have yet to receive a payment, not received payment
whats tnf, tanf
Can you show me any recent activity on my account?, payment history
child support review, payment modification
They will not answer the phone, callcenter not answering
I just need the Email or Fax Number to send you the letter., fax
How to get arrears?, arrears
Western Union payment's, make payment
Looking up a case against me saying I have a child in Mississippi, case status
What is the definition of contempt court?, undefined
My child support is coming out of my paycheck and I have a payment plan for arrears can I get a passport, arrears
Can the Mississippi department of human service take your kid without a court order, undefined
Where my DIGITS dollars, account balance
what is the PERSON_NAME address, open case
How long does a child receive child support?, emancipation
invoice, documentation
How can i check notices online, case status
After payment is received how long will it take for custodial parent to get funds, payment timelines
